,F_MAMH,F_MANH,F_SISO,F_TCPHONG
5738,ME4377,L14,,
5739,ME4377,L15,,
5740,ME4377,L16,,
5741,ME4377,L17,,
5742,ME4385,A31,,
5743,ME4387,CC02,,
5744,ME4387,CC03,,
5745,ME4387,CC04,,
5746,ME4387,CC05,,
5747,ME4387,CC06,,
5748,ME4387,CC07,,
5749,ME4387,CC08,,
5750,ME4387,CC09,,
5751,ME4387,CC10,,
5752,ME4387,CC11,,
5753,ME4387,L03,,
5754,ME4387,L04,,
5755,ME4387,L05,,
5756,ME4387,L06,,
5757,ME4387,L07,,
5758,ME4387,L08,,
5759,ME4387,L09,,
5760,ME4387,L10,,
5761,ME4387,L11,,
5762,ME4387,L12,,
5763,ME4387,L13,,
5764,ME4387,L14,,
5765,ME4387,L15,,
5766,ME4387,L16,,
5767,ME4387,L17,,
5768,ME4387,L18,,
5769,ME4387,L19,,
5770,ME4387,L20,,
5771,ME4387,L21,,
5772,ME4387,L22,,
5773,ME4387,L23,,
5774,ME4387,L24,,
5775,ME4387,L25,,
5776,ME4387,L26,,
5777,ME4387,L27,,
5778,ME4387,L28,,
5779,ME4387,L29,,
5780,ME4727,L02,,
5781,ME4727,T02,,
5782,ME5017,A02,,
5783,ME5017,A03,,
5784,ME5017,A04,,
5785,ME5017,A05,,
5786,CI7653,NS02,200.0,
5787,CI4133,CC02,,
5788,CI4133,CC03,,
5789,CI4133,CC04,,
5790,CI4133,CC05,,
5791,CI4133,CC06,,
5792,CI4133,L02,,
5793,CI4133,L03,,
5794,CI4133,L04,,
5795,CI4133,L05,,
5796,CI4133,L06,,
5797,CI4133,L07,,
5798,CI4133,L08,,
5799,CI4133,L09,,
5800,CI4133,L10,,
5801,CI4133,L11,,
5802,CI4133,L12,,
5803,CI4133,L13,,
5804,CI4133,L14,,
5805,CI4133,L15,,
5806,CI4133,L16,,
5807,CI4133,L17,,
5808,CI4133,L18,,
5809,CI4133,L19,,
5810,CI4133,L20,,
5811,CI4133,L21,,
5812,CI4133,L22,,
5813,CI4133,L23,,
5814,CI4133,L24,,
5815,CI4133,L25,,
5816,CI4133,L26,,
5817,CI4133,L27,,
5818,CI4133,T02,,
5819,CI4133,T03,,
5820,CI4169,T02,,
5821,CI4457,L02,,
5822,CI4457,L03,,
5823,CI5005,A02,,
5824,CI5005,A03,,
5825,CI5005,A04,,
5826,CI5005,A05,,
5827,CI5005,A06,,
5828,CI5005,A07,,
5829,PE1055,L01,60.0,
5830,CH4357,A06,10.0,
5831,ME5191,CH02,,
5832,ME5191,CH03,,
5833,ME5191,CH04,,
5834,ME5191,CH05,,
5835,ME5191,CH06,,
5836,ME5191,CH07,,
5837,ME5191,CH08,,
5838,ME5191,CH09,,
5839,ME5191,CH10,,
5840,ME5203,CH02,,
5841,ME5227,CH02,,
5842,ME5227,CH03,,
5843,ME5241,CH02,,
5844,ME5241,CH03,,
5845,ME5241,CH04,,
5846,ME5241,CH05,,
5847,ME5241,CH06,,
5848,ME5241,CH07,,
5849,ME5241,CH08,,
5850,ME5241,CH09,,
5851,ME5245,CH02,,
5852,EN6051,CH02,,
5853,EN6059,CH02,,
5854,EN6059,CH03,,
5855,EE5017,TD01,10.0,
5856,GE1014,TD01,10.0,
5857,MA5017,TD01,10.0,
5858,MA3137,TD01,10.0,
5859,LA1041,DL06,40.0,LH
5860,LA1043,DL07,40.0,LH
5861,LA1043,DL08,40.0,LH
5862,LA1043,DT03,40.0,QT
5863,TR5143,CH01,10.0,
5864,AA7001,NS01,60.0,
5865,LA1057,DL01,40.0,LH
5866,LA1057,DL04,40.0,LH
5867,LA1057,DL10,40.0,LH
5868,LA1057,DT01,40.0,QT
5869,EN3077,L02,,
5870,EN3077,L03,,
5871,EN3077,L04,,
5872,CH3335,L30,,
5873,CH3355,A31,,
5874,CH3355,A32,,
5875,CH3355,A33,,
5876,CH3355,A34,,
5877,CH3355,A35,,
5878,CH3355,CC31,,
5879,CH3355,CC32,,
5880,CH3355,CC33,,
5881,CH3355,CC34,,
5882,CH3355,CC35,,
5883,CH3355,L05,,
5884,CH3355,L31,,
5885,CH3355,L32,,
5886,CH3355,L33,,
5887,CH3355,L34,,
5888,CH3355,L35,,
5889,CH3355,T35,,
5890,CH3365,CC30,,
5891,CH3365,L30,,
5892,CH3375,CC30,,
5893,CH3375,L30,,
5894,EN6059,CH04,,
5895,AS6083,CH02,,
5896,AS6083,CH03,,
5897,AS6089,CH02,,
5898,CH5597,CH02,,
5899,CH5597,CH03,,
5900,CH5597,CH04,,
5901,CH5597,CH05,,
5902,CH5597,CH06,,
5903,CH5597,CH07,,
5904,CH5597,CH08,,
5905,CH5597,CH09,,
5906,CH5597,CH10,,
5907,CH5597,CH11,,
5908,CH5597,CH12,,
5909,CH5597,CH13,,
5910,CH5597,CH14,,
5911,CH5597,CH15,,
5912,CH5597,CH16,,
5913,CH5597,CH17,,
5914,CH5597,CH18,,
5915,CH5597,CH19,,
5916,CH5597,CH20,,
5917,CH5597,CH21,,
5918,CH5599,CH02,,
5919,CH5599,CH03,,
5920,CH5599,CH04,,
5921,CH5599,CH05,,
5922,CH5599,CH06,,
5923,CH5599,CH07,,
5924,CH5599,CH08,,
5925,CH5599,CH09,,
5926,CH5599,CH10,,
5927,CH5599,CH11,,
5928,CH5599,CH12,,
5929,CH5599,CH13,,
5930,CH5599,CH14,,
5931,CH5599,CH15,,
5932,CH5599,CH16,,
5933,CH5599,CH17,,
5934,CH5599,CH18,,
5935,CH5599,CH19,,
5936,CH5599,CH20,,
5937,CH5679,CH02,,
5938,CH5679,CH03,,
5939,CH6041,CH02,,
5940,CH6041,CH03,,
5941,CH6055,CH02,,
5942,CH6055,CH03,,
5943,CH6055,CH04,,
5944,CH6055,CH05,,
5945,CH6055,CH06,,
5946,CH6055,CH07,,
5947,CH6055,CH08,,
5948,CH6055,CH09,,
5949,CH6055,CH10,,
5950,CH6055,CH11,,
5951,CH6055,CH12,,
5952,CH6055,CH13,,
5953,CH6055,CH14,,
5954,CH6055,CH15,,
5955,CH6055,CH16,,
5956,CH6055,CH17,,
5957,CH6055,CH18,,
5958,CH6059,CH02,,
5959,CH6059,CH03,,
5960,CH6059,CH04,,
5961,CH6059,CH05,,
5962,CH6059,CH06,,
5963,CH6059,CH07,,
5964,CH6059,CH08,,
5965,CH6059,CH09,,
5966,CH6059,CH10,,
5967,CI5351,CH02,,
5968,CI5351,CH03,,
5969,CI5351,CH04,,
5970,CI5351,CH05,,
5971,CI5351,CH06,,
5972,CI5351,CH07,,
5973,CI5351,CH08,,
5974,CI5351,CH09,,
5975,CI5353,CH02,,
5976,CI5353,CH03,,
5977,CI5353,CH04,,
5978,CI5353,CH05,,
5979,CI5353,CH06,,
5980,CI5353,CH07,,
5981,CI5353,CH08,,
5982,CI5353,CH09,,
5983,CI5353,CH10,,
5984,CI5353,CH11,,
5985,CI6101,CH02,,
5986,CI6101,CH03,,
5987,CI6101,CH04,,
5988,CI6101,CH05,,
5989,CI6101,CH06,,
5990,CI6101,CH07,,
5991,CI6101,CH08,,
5992,CI6101,CH09,,
5993,CI6101,CH10,,
5994,CI6101,CH11,,
5995,CI6101,CH12,,
5996,CI6101,CH13,,
5997,CI6101,CH14,,
5998,CI6101,CH15,,
5999,CI6103,CH02,,
6000,CI6103,CH03,,
6001,CI6103,CH04,,
6002,CI6103,CH05,,
6003,CI6108,CH02,,
6004,CI6108,CH03,,
6005,CI6108,CH04,,
6006,CI6108,CH05,,
6007,CI6115,CH02,,
6008,CI6115,CH03,,
6009,CI6117,CH02,,
6010,CI6118,CH02,,
6011,CI6122,CH02,,
6012,CI6122,CH03,,
6013,CI6122,CH04,,
6014,CI6122,CH05,,
6015,CI6122,CH06,0.0,
6016,CI6122,CH07,0.0,
6017,CI6122,IM02,,
6018,CO5101,CH02,,
6019,CO5107,CH02,,
6020,CO5107,CH03,,
6021,CO5107,CH04,,
6022,CO5107,CH05,,
6023,CO5107,CH06,,
6024,CO5107,CH07,,
6025,CO5107,CH08,,
6026,CO5107,CH09,,
6027,CO5107,CH10,,
6028,CO5107,CH11,,
6029,CO5107,CH12,,
6030,CO5107,CH13,,
6031,CO5107,CH14,,
6032,CO5107,CH15,,
6033,CO5107,CH16,,
6034,CO5107,CH17,,
6035,CO5107,CH18,,
6036,CO5107,CH19,,
6037,CO5107,CH20,,
6038,CO5107,CH21,,
6039,CO5107,CH22,,
6040,CO5107,CH23,,
6041,CO5107,CH24,,
6042,CO5107,CH25,,
6043,CO5107,IM02,,
6044,CO5109,CH02,,
6045,CO5109,CH03,,
6046,CO5109,CH04,,
6047,CO5109,CH05,,
6048,CO5109,CH06,,
6049,CO5109,CH07,,
6050,CO5109,CH08,,
6051,CO5109,CH09,,
6052,CO5109,CH10,,
6053,CO5109,CH11,,
6054,CO5109,CH12,,
6055,CO5109,CH13,,
6056,CO5109,CH14,,
6057,CO5109,CH15,,
6058,CO5109,CH16,,
6059,CO5109,CH17,,
6060,CO5109,CH18,,
6061,CO5109,CH19,,
6062,CO5109,IM02,,
6063,CO5109,IM03,,
6064,CO5109,IM04,,
6065,CO5109,IM05,,
6066,CO6021,CH02,,
6067,CO6021,CH03,,
6068,CO6021,CH04,,
6069,CO6021,CH05,,
6070,CO6021,CH06,,
6071,CO6025,CH02,,
6072,CO6035,CH02,,
6073,CO6035,CH03,,
6074,CO6035,CH04,,
6075,CO6035,CH05,,
6076,CO6035,CH06,,
6077,CO6035,CH07,,
6078,CO6035,CH08,,
6079,CO6035,CH09,,
6080,CO6035,CH10,,
6081,CO6035,CH11,,
6082,CO6035,CH12,,
6083,CO6035,CH13,,
6084,CO6035,CH14,,
6085,CO6035,CH15,,
6086,CO6035,CH16,,
6087,CO6035,CH17,,
6088,CO6035,CH18,,
6089,CO6035,IM02,,
6090,CO6035,IM03,,
6091,CO6035,IM04,,
6092,CO6035,IM05,,
6093,CO6035,IM06,,
6094,CO6039,CH02,,
6095,CO6039,CH03,,
6096,CO6039,CH04,,
6097,EE5155,CH02,,
6098,EE5155,CH03,,
6099,EE5163,CH02,,
6100,EE5163,CH03,,
6101,EE5163,CH04,,
6102,EE5163,CH05,,
6103,EE5163,CH06,,
6104,EE5165,CH02,,
6105,EE5165,CH03,,
6106,EE6065,CH02,,
6107,EE6065,CH03,,
6108,EE6065,CH04,,
6109,EE6065,CH05,,
6110,EE6065,CH06,,
6111,EE6065,CH07,,
6112,EE6079,CH02,,
6113,EE6079,CH03,,
6114,EE6079,CH04,,
6115,EE6079,CH05,,
6116,EE6111,CH02,,
6117,EE6121,CH02,,
6118,EE6121,CH03,,
6119,EE6121,CH04,,
6120,EN5153,CH02,,
6121,EN5153,CH03,,
6122,EN5153,CH04,,
6123,EN5153,CH05,,
6124,GE6027,CH02,,
6125,GE6041,CH02,,
6126,IM5115,CH02,,
6127,IM5115,CH03,,
6128,IM5115,CH04,,
6129,IM5115,CH05,,
6130,IM5115,CH06,,
6131,IM5115,CH07,,
6132,IM5117,CH02,,
6133,IM5117,CH03,,
6134,IM5117,CH04,,
6135,IM5117,CH05,,
6136,IM5117,CH06,,
6137,IM5117,CH07,,
6138,IM5117,CH08,,
6139,IM5117,CH09,,
6140,IM5151,CH02,,
6141,IM5151,CH03,,
6142,IM5151,CH04,,
6143,IM5151,CH05,,
6144,IM5151,CH06,,
6145,IM5151,CH07,,
6146,IM5151,CH08,,
6147,IM5153,CH02,,
6148,IM5153,CH03,,
6149,IM5153,CH04,,
6150,IM5153,CH05,,
6151,IM5153,CH06,,
6152,IM5153,CH07,,
6153,IM5153,CH08,,
6154,IM5153,CH09,,
6155,IM5153,CH10,,
6156,IM5153,CH11,,
6157,IM6027,CH02,,
6158,IM6027,CH03,,
6159,IM6027,CH04,,
6160,IM6027,CH05,,
6161,IM6027,CH06,,
6162,IM6027,CH07,,
6163,IM6041,CH02,,
6164,IM6041,CH03,,
6165,MA5059,CH02,,
6166,MA5059,CH03,,
6167,MA5059,CH04,,
6168,MA5061,CH02,,
6169,MA5061,CH03,,
6170,MA5061,CH04,,
6171,MA5061,CH05,,
6172,MA6011,CH02,,
6173,MA6011,CH03,,
6174,MA6011,CH04,,
6175,MA6011,CH05,,
6176,MA6011,CH06,,
6177,MA6011,CH07,,
6178,MA6015,CH02,,
6179,MA6015,CH03,,
6180,MA6015,CH04,,
6181,ME6059,CH02,,
6182,ME6059,CH03,,
6183,ME6059,CH04,,
6184,ME6069,CH02,,
6185,ME6073,CH02,,
6186,ME6073,CH03,,
6187,ME6073,CH04,,
6188,ME6111,CH02,,
6189,ME6111,CH03,,
6190,ME6111,CH04,,
6191,ME6111,CH05,,
6192,ME6111,CH06,,
6193,ME6111,CH07,,
6194,ME6111,CH08,,
6195,TR6021,CH02,,
6196,MA5023,TD01,10.0,
6197,MA5024,TD01,10.0,
6198,EE203F,TND2,,
6199,EE203F,TND3,,
6200,EE203F,TND4,,
6201,CH4367,TNHC,10.0,
6202,LA1043,DL09,40.0,LH
6203,AA7001,NS02,,
6204,AA7001,NS03,,
6205,AA7001,NS04,,
6206,AA7001,NS05,,
6207,AA7001,NS06,,
6208,AA7001,NS07,,
6209,AA7001,NS08,,
6210,AA7001,NS09,,
6211,CO7265,NS02,,
6212,GE602A,CH02,,
6213,MA7111,NS02,,
6214,ME603A,CH02,,
6215,ME7297,NS02,,
6216,ME7297,NS03,,
6217,ME7297,NS04,,
6218,ME7297,NS05,,
6219,ME7297,NS06,,
6220,ME7297,NS07,,
6221,ME7297,NS08,,
6222,CH4367,TNH1,10.0,
6223,LA0023,DL01,80.0,LH
6224,IM3325,TD30,10.0,
6225,CO7265,NS03,10.0,
6226,EN7237,NS02,10.0,
6227,CI6121,CH01,10.0,
6228,CI6119,CH01,,
6229,CO6043,CH01,,
6230,EN6053,CH01,,
6231,GE6029,CH01,,
6232,GE6043,CH01,,
6233,MA6019,CH01,,
6234,ME6061,CH01,,
6235,ME6077,CH01,,
6236,TR6029,CH01,,
6237,AS3335,A31,900.0,
6238,AS3345,CC31,900.0,
6239,AS3345,CC32,900.0,
6240,IM1013,DL01,60.0,HA
6241,IM1007,DL01,60.0,HA
6242,MA4385,A01,10.0,
6243,EN7237,NS03,10.0,
6244,TR7333,NS02,10.0,
6245,TR7333,NS03,10.0,
6246,TR7333,NS04,10.0,
6247,EE6035,CH01,10.0,
6248,CO6015,CH01,10.0,
6249,CO6015,CH02,10.0,
6250,CH6005,CH01,10.0,
6251,ME6025,CH01,10.0,
6252,EE6035,CH02,10.0,
6253,CH6005,CH02,10.0,
6254,CI6013,CH01,10.0,
6255,CI6013,CH02,10.0,
6256,ME6025,CH02,10.0,
6257,CO6015,CH03,10.0,
6258,CO6015,CH04,10.0,
6259,ME6025,CH03,10.0,
6260,TR6005,CH01,10.0,
6261,TR6015,CH01,10.0,
6262,MA6005,CH01,10.0,
6263,TR6005,CH02,10.0,
6264,CO6015,CH05,10.0,
6265,CO6015,CH06,10.0,
6266,EN6015,CH01,10.0,
6267,AS6035,CH01,10.0,
6268,AS6035,CH02,10.0,
6269,CI6053,CH01,10.0,
6270,EN6015,CH02,10.0,
6271,ME6015,CH01,10.0,
6272,CH6005,CH03,10.0,
6273,CO6015,CH07,10.0,
6274,CO6015,CH08,10.0,
6275,CH6015,CH01,10.0,
6276,ME6015,CH02,10.0,
6277,ME6015,CH03,10.0,
6278,ME6025,CH04,10.0,
6279,AS6035,CH03,10.0,
6280,ME6025,CH05,10.0,
6281,CI6063,CH01,10.0,
6282,ME6015,CH04,10.0,
6283,TR6005,CH03,10.0,
6284,TR6015,CH02,10.0,
6285,CH6035,CH01,10.0,
6286,TR6005,CH04,10.0,
6287,TR6005,CH05,10.0,
6288,CH6035,CH02,10.0,
6289,CH6005,CH04,10.0,
6290,CH6035,CH03,10.0,
6291,AS6025,CH01,10.0,
6292,CO6015,CH09,10.0,
6293,ME6015,CH05,10.0,
6294,CH6035,CH04,10.0,
6295,CH6035,CH05,10.0,
6296,CO6015,CH10,10.0,
6297,CO6015,CH11,10.0,
6298,CO6015,CH12,10.0,
6299,ME6025,CH06,10.0,
6300,ME6029,CH01,10.0,
6301,ME6029,CH02,10.0,
6302,MA6009,CH01,10.0,
6303,AA6001,CH01,10.0,
6304,ME6015,CH06,10.0,
6305,ME6015,CH07,10.0,
6306,CH6035,CH06,10.0,
6307,IM6001,CH01,10.0,
6308,CH6001,CH01,10.0,
6309,CO6011,CH01,10.0,
6310,CO6011,CH02,10.0,
6311,CO6011,CH03,10.0,
6312,CO6011,CH04,10.0,
6313,EE6041,CH01,10.0,
6314,ME6011,CH01,10.0,
6315,ME6011,CH02,10.0,
6316,ME6011,CH03,10.0,
6317,ME6011,CH04,10.0,
6318,ME6011,CH05,10.0,
6319,ME6011,CH06,10.0,
6320,ME6041,CH01,10.0,
6321,EE6001,CH01,10.0,
6322,EE6001,CH02,10.0,
6323,EE6001,CH03,10.0,
6324,EE6001,CH04,10.0,
6325,EE6031,CH01,10.0,
6326,EE6021,CH01,10.0,
6327,EE6021,CH02,10.0,
6328,EN6011,CH01,10.0,
6329,EN6011,CH02,10.0,
6330,CH6011,CH01,10.0,
6331,CH6011,CH02,10.0,
6332,CH6011,CH03,10.0,
6333,CH6011,CH04,10.0,
6334,CH6011,CH05,10.0,
6335,CH6011,CH06,10.0,
6336,CH6011,CH07,10.0,
6337,CI6049,CH01,10.0,
6338,CI6009,CH01,10.0,
6339,CI6009,CH02,10.0,
6340,CI6009,CH03,10.0,
6341,CI6089,CH01,10.0,
6342,CI6089,CH02,10.0,
6343,EN6021,CH01,10.0,
6344,EN6021,CH02,10.0,
6345,MA7111,NS03,,
6346,CH7617,NS02,200.0,
6347,AS7165,NS02,200.0,
6348,EE3211,L17,,
6349,CO6011,CH05,10.0,
6350,CO6011,CH06,10.0,
6351,CO6011,IM01,10.0,
6352,CO6011,CH07,10.0,
6353,ME6041,CH02,10.0,
6354,EE6031,CH02,10.0,
6355,EE6001,CH05,10.0,
6356,CI6089,CH03,10.0,
6357,GE7165,CH01,10.0,
6358,EN6019,NS01,,
6359,ME6019,NS01,,
6360,AS3335,TD01,500.0,
6361,AS3345,TD01,500.0,
6362,AS3345,TD02,500.0,
6363,AS3345,TD03,500.0,
6364,CH3375,TD01,500.0,
6365,CO3335,TD07,500.0,
6366,CO3335,TD02,500.0,
6367,CO3335,TD03,500.0,
6368,CO3335,TD04,500.0,
6369,CO3335,TD06,500.0,
6370,EE3345,TD01,500.0,
6371,EE3375,TD01,500.0,
6372,EE3375,TD02,500.0,
6373,EN3345,TD01,500.0,
6374,MA3385,TD01,500.0,
6375,MA3385,TD02,500.0,
6376,MA3385,TD03,500.0,
6377,MA4385,TD03,500.0,
6378,TR3345,TD01,500.0,
6379,TR3365,TD01,500.0,
6380,TR3385,TD01,500.0,
6381,TR4385,TD01,500.0,
6382,EE3375,TD03,10.0,
6383,EE3375,TD04,10.0,
6384,CO3071,TD01,10.0,
6385,CO3072,TD01,10.0,
6386,CI7571,NS01,10.0,
6387,CI7571,NS02,10.0,
6388,CI7653,NS03,10.0,
6389,CO3345,TD01,10.0,
6390,EE4395,TD01,10.0,
6391,EN3345,TD02,10.0,
6392,CO3335,A31,,
6393,CO3335,A32,,
6394,CO3335,A33,,
6395,CO3335,A34,,
6396,CO3335,CC31,,
6397,CO3335,CC32,,
6398,CO3335,CC33,,
6399,CO3335,CC34,,
6400,CO3335,CC35,,
6401,CO3335,CC36,,
6402,CO3335,CC37,,
6403,CO3335,CC38,,
6404,CO3335,CC39,,
6405,CO3335,CC40,,
6406,CO3335,L31,,
6407,CO3335,L32,,
6408,CO3335,L33,,
6409,CO3335,L34,,
6410,CO3335,L35,,
6411,CO3335,L36,,
6412,CO3335,L37,,
6413,CO3335,L38,,
6414,CO3335,L39,,
6415,CO3345,CC31,,
6416,CO3345,CC32,,
6417,CO3345,CC33,,
6418,CO3345,L31,,
6419,CO3345,L32,,
