,F_MAMH,F_MANH,F_SISO,F_TCPHONG
1589,CO3005,A01,60.0,QT
1590,CO3005,A02,60.0,QT
1591,CO3005,A03,60.0,QT
1592,CO3005,CC01,60.0,QT
1593,CO3005,CC02,60.0,QT
1594,CO3005,CC03,60.0,QT
1595,CO3005,CC04,60.0,QT
1596,CO3005,CC05,60.0,QT
1597,CO3005,CC06,60.0,QT
1598,CO3005,L01,80.0,LH
1599,CO3005,L02,80.0,LH
1600,CO3005,L03,80.0,LH
1601,CO3005,L04,80.0,LH
1602,CO3005,L05,80.0,LH
1603,CO3005,L06,80.0,LH
1604,CO3005,TN01,60.0,QT
1605,CO3011,A01,60.0,QT
1606,CO3011,CC01,60.0,QT
1607,CO3011,L01,60.0,LH
1608,CO3015,A01,80.0,QT
1609,CO3015,CC01,80.0,QT
1610,CO3015,L01,150.0,LH
1611,CO3017,CC01,60.0,QT
1612,CO3017,L01,80.0,LH
1613,CO3021,CC01,60.0,QT
1614,CO3021,L01,80.0,LH
1615,CO3027,A01,60.0,QT
1616,CO3027,CC01,60.0,QT
1617,CO3027,L01,60.0,LH
1618,CO3029,CC01,60.0,QT
1619,CO3029,L01,60.0,LH
1620,CO3029,L02,60.0,LH
1621,CO3037,L01,80.0,LH
1622,CO3037,TN01,80.0,QT
1623,CO3038,L01,40.0,N5
1624,CO3038,L02,40.0,N5
1625,CO3038,TN01,40.0,F2
1626,CO3041,CC01,60.0,QT
1627,CO3043,CC01,60.0,QT
1628,CO3043,L01,60.0,LH
1629,CO3045,A01,60.0,QT
1630,CO3045,CC01,60.0,QT
1631,CO3045,L01,70.0,LH
1632,CO3049,A01,80.0,QT
1633,CO3049,CC01,80.0,QT
1634,CO3049,L01,80.0,LH
1635,CO3050,A01,40.0,MT
1636,CO3050,CC01,40.0,TH
1637,CO3050,CC02,40.0,TH
1638,CO3050,L01,40.0,HM
1639,CO3050,L02,40.0,HM
1640,CO3057,CC01,60.0,QT
1641,CO3057,L01,80.0,LH
1642,CO3059,A01,60.0,QT
1643,CO3059,L01,60.0,LH
1644,CO3061,A01,60.0,QT
1645,CO3061,CC01,60.0,QT
1646,CO3061,L01,60.0,LH
1647,CO3065,A01,60.0,QT
1648,CO3065,CC01,60.0,QT
1649,CO3065,L01,60.0,LH
1650,CO3069,A01,80.0,QT
1651,CO3069,L01,80.0,LH
1652,CO3070,A01,40.0,TH
1653,CO3070,L01,40.0,HM
1654,CO3070,L02,40.0,HM
1655,CO3085,CC01,60.0,QT
1656,CO3085,L01,70.0,LH
1657,CO3085,TN01,60.0,QT
1658,CO3086,CC01,60.0,QT
1659,CO3086,L01,60.0,LH
1660,CO3086,L02,60.0,LH
1661,CO3086,TN01,60.0,QT
1662,CO3093,A01,60.0,QT
1663,CO3093,CC01,60.0,QT
1664,CO3093,CC02,60.0,QT
1665,CO3093,CC03,60.0,QT
1666,CO3093,L01,80.0,LH
1667,CO3093,L02,80.0,LH
1668,CO3094,A01,30.0,TH
1669,CO3094,CC01,30.0,TH
1670,CO3094,CC02,30.0,TH
1671,CO3094,CC03,30.0,MQ
1672,CO3094,CC04,30.0,TH
1673,CO3094,CC05,30.0,MQ
1674,CO3094,CC06,30.0,MQ
1675,CO3094,L01,40.0,HM
1676,CO3094,L02,40.0,HM
1677,CO3094,L03,40.0,HM
1678,CO3094,L04,40.0,HM
1679,CO3097,A01,80.0,QT
1680,CO3097,CC01,80.0,QT
1681,CO3097,CC02,80.0,QT
1682,CO3097,L01,80.0,LH
1683,CO3097,L02,80.0,LH
1684,CO3098,A01,40.0,5
1685,CO3098,CC01,40.0,5
1686,CO3098,CC02,40.0,5
1687,CO3098,CC03,40.0,5
1688,CO3098,CC04,40.0,5
1689,CO3098,L01,40.0,N5
1690,CO3098,L02,40.0,N5
1691,CO3098,L03,40.0,N5
1692,CO3098,L04,40.0,N5
1693,CO3107,A01,9000.0,.
1694,CO3107,CC01,9000.0,.
1695,CO3107,L01,9000.0,.
1696,CO3107,TN01,9000.0,.
1697,CO3109,A01,9000.0,.
1698,CO3109,CC01,9000.0,.
1699,CO3109,L01,9000.0,.
1700,CO3109,TN01,9000.0,.
1701,CO3111,A01,9000.0,.
1702,CO3111,CC01,9000.0,.
1703,CO3111,L01,9000.0,.
1704,CO3111,TN01,9000.0,.
1705,CO3115,CC01,60.0,QT
1706,CO3115,L01,81.0,LH
1707,CO3117,CC01,81.0,QT
1708,CO3117,L01,80.0,LH
1709,CO3335,A01,-5.0,.
1710,CO3335,CC01,-5.0,.
1711,CO3335,L01,-5.0,.
1712,CO3345,CC01,-5.0,.
1713,CO3345,L01,-5.0,.
1714,CO4031,CC01,60.0,QT
1715,CO4031,L01,82.0,LH
1716,CO4031,L02,82.0,LH
1717,CO4033,L01,65.0,LH
1718,CO4037,L01,60.0,LH
1719,CO4337,A01,9000.0,.
1720,CO4337,CC01,9000.0,.
1721,CO4337,L01,9000.0,.
1722,CO4337,TN01,9000.0,.
1723,CO4347,A01,9000.0,.
1724,CO4347,CC01,9000.0,.
1725,CO4347,L01,9000.0,.
1726,CO5077,CH01,80.0,QT
1727,CO5085,CH01,80.0,QT
1728,CO5105,CH01,80.0,QT
1729,CO5107,CH01,80.0,.
1730,CO5107,IM01,80.0,.
1731,CO5109,CH01,80.0,.
1732,CO5109,IM01,80.0,.
1733,CO5113,CH01,60.0,QT
1734,CO5117,CH01,80.0,QT
1735,CO5119,IM01,40.0,QT
1736,CO5125,CH01,80.0,QT
1737,CO5135,CH01,80.0,QT
1738,CO5161,CH01,80.0,QT
1739,CO5165,CH01,50.0,QT
1740,CO5175,CH01,80.0,QT
1741,CO5177,CH01,80.0,QT
1742,CO5185,CH01,80.0,QT
1743,EE1007,A01,60.0,QT
1744,EE1007,CC01,60.0,QT
1745,EE1007,CC02,60.0,QT
1746,EE1007,L01,130.0,LH
1747,EE1007,L02,140.0,LH
1748,EE1007,L03,140.0,LH
1749,EE1007,L04,140.0,LH
1750,EE1007,L05,130.0,LH
1751,EE1008,A01,30.0,B2
1752,EE1008,CC01,30.0,B2
1753,EE1008,CC02,30.0,B2
1754,EE1008,CC03,30.0,B2
1755,EE1008,CC04,30.0,B2
1756,EE1008,L01,26.0,T2
1757,EE1008,L02,26.0,T2
1758,EE1008,L03,26.0,T2
1759,EE1008,L04,26.0,T2
1760,EE1008,L05,26.0,T6
1761,EE1008,L06,26.0,T6
1762,EE1008,L07,26.0,T2
1763,EE1008,L08,26.0,T6
1764,EE1008,L09,26.0,T6
1765,EE1008,L10,26.0,T2
1766,EE1008,L11,26.0,T2
1767,EE1008,L12,26.0,T2
1768,EE1008,L13,26.0,T2
1769,EE1008,L14,26.0,T6
1770,EE1008,L15,26.0,T6
1771,EE1008,L16,26.0,T6
1772,EE1008,L17,26.0,T6
1773,EE1008,L18,26.0,T2
1774,EE1008,L19,26.0,T6
1775,EE1008,L20,26.0,T2
1776,EE1008,L21,26.0,T6
1777,EE1008,L22,26.0,T6
1778,EE1008,L23,26.0,T6
1779,EE1008,L24,26.0,T6
1780,EE1008,L25,26.0,T6
1781,EE1029,CC01,60.0,QT
1782,EE1030,CC01,30.0,XG
1783,EE2003,A01,80.0,QT
1784,EE2003,A02,80.0,QT
1785,EE2003,L01,120.0,LH
1786,EE2003,L02,120.0,LH
1787,EE2003,L03,120.0,LH
1788,EE2004,A01,80.0,QT
1789,EE2004,A02,80.0,QT
1790,EE2004,L01,60.0,LH
1791,EE2004,L02,60.0,LH
1792,EE2004,L03,60.0,LH
1793,EE2004,L04,60.0,LH
1794,EE2004,L05,60.0,LH
1795,EE2004,L06,60.0,LH
1796,EE2005,A01,80.0,QT
1797,EE2005,A02,80.0,QT
1798,EE2005,A03,80.0,QT
1799,EE2005,L01,80.0,LH
1800,EE2005,L02,80.0,LH
1801,EE2005,L03,80.0,LH
1802,EE2005,L04,80.0,LH
1803,EE2006,A01,80.0,QT
1804,EE2006,A02,80.0,QT
1805,EE2006,A03,80.0,QT
1806,EE2006,L01,80.0,LH
1807,EE2006,L02,80.0,LH
1808,EE2006,L03,80.0,LH
1809,EE2006,L04,80.0,LH
1810,EE2009,A01,60.0,QT
1811,EE2010,A01,40.0,I
1812,EE2010,A02,40.0,I
1813,EE2011,L01,120.0,LH
1814,EE2012,L01,120.0,LH
1815,EE2015,A01,60.0,QT
1816,EE2015,L01,60.0,LH
1817,EE2015,L02,60.0,LH
1818,EE2015,L03,60.0,LH
1819,EE2016,A01,30.0,V1
1820,EE2016,L01,30.0,V1
1821,EE2016,L02,30.0,V1
1822,EE2016,L03,30.0,V1
1823,EE2016,L04,30.0,V1
1824,EE2016,L05,30.0,V1
1825,EE2016,L06,30.0,V1
1826,EE2017,A01,75.0,QT
1827,EE2017,L01,75.0,LH
1828,EE2017,L02,75.0,LH
1829,EE2017,L03,75.0,LH
1830,EE2017,L04,75.0,LH
1831,EE2017,L05,75.0,LH
1832,EE2018,L01,25.0,T7
1833,EE2018,L02,25.0,T7
1834,EE2018,L03,25.0,T7
1835,EE2018,L04,25.0,T7
1836,EE2018,L05,25.0,T7
1837,EE2018,L06,25.0,T7
1838,EE2018,L07,25.0,T7
1839,EE2018,L08,25.0,T7
1840,EE2018,L09,25.0,T7
1841,EE2018,L10,25.0,T7
1842,EE2018,L11,25.0,T7
1843,EE2018,L12,25.0,T7
1844,EE2018,L13,25.0,T7
1845,EE2018,L14,25.0,T7
1846,EE2018,L15,25.0,T7
1847,EE2031,A01,60.0,QT
1848,EE2031,A02,60.0,QT
1849,EE2031,A03,60.0,QT
1850,EE2031,A04,60.0,QT
1851,EE2032,A01,30.0,MD
1852,EE2032,A02,30.0,MD
1853,EE2032,A03,30.0,MD
1854,EE2032,A04,30.0,MD
1855,EE2032,A05,30.0,MD
1856,EE2032,A06,30.0,MD
1857,EE2032,A07,30.0,MD
1858,EE2032,A08,30.0,MD
1859,EE2035,A01,75.0,QT
1860,EE2035,A02,75.0,QT
1861,EE2035,A03,75.0,QT
1862,EE2035,L01,125.0,LH
1863,EE2035,L02,125.0,LH
1864,EE2035,L03,125.0,LH
1865,EE2035,L04,125.0,LH
1866,EE2035,L05,125.0,LH
1867,EE2036,A01,25.0,MD
1868,EE2036,A02,25.0,MD
1869,EE2036,A03,25.0,MD
1870,EE2036,A04,25.0,MD
1871,EE2036,A05,25.0,MD
1872,EE2036,A06,25.0,MD
1873,EE2036,A07,25.0,MD
1874,EE2036,A08,25.0,MD
1875,EE2036,A09,25.0,MD
1876,EE2036,L01,24.0,T8
1877,EE2036,L02,24.0,T8
1878,EE2036,L03,24.0,T8
1879,EE2036,L04,24.0,T8
1880,EE2036,L05,24.0,T8
1881,EE2036,L06,24.0,T8
1882,EE2036,L07,24.0,T8
1883,EE2036,L08,24.0,T8
1884,EE2036,L09,24.0,T8
1885,EE2036,L10,24.0,T8
1886,EE2036,L11,24.0,T8
1887,EE2036,L12,24.0,T8
1888,EE2036,L13,24.0,T8
1889,EE2036,L14,24.0,T8
1890,EE2036,L15,24.0,T8
1891,EE2036,L16,24.0,T8
1892,EE2036,L17,24.0,T8
1893,EE2036,L18,24.0,T8
1894,EE2036,L19,24.0,T8
1895,EE2036,L20,24.0,T8
1896,EE2039,A01,75.0,QT
1897,EE2039,A02,75.0,QT
1898,EE2039,A03,75.0,QT
1899,EE2039,L01,120.0,LH
1900,EE2039,L02,120.0,LH
1901,EE2039,L03,120.0,LH
1902,EE2039,L04,120.0,LH
1903,EE2039,L05,120.0,LH
1904,EE2040,A01,25.0,XG
1905,EE2040,A02,25.0,D1
1906,EE2040,A03,25.0,XG
1907,EE2040,A04,25.0,XG
1908,EE2040,A05,25.0,D1
1909,EE2040,A06,25.0,XG
1910,EE2040,A07,25.0,XG
1911,EE2040,A08,25.0,XG
1912,EE2040,A09,25.0,XG
1913,EE2040,L01,30.0,TB
1914,EE2040,L02,30.0,T2
1915,EE2040,L03,30.0,TB
1916,EE2040,L04,30.0,TB
1917,EE2040,L05,30.0,TB
1918,EE2040,L06,30.0,T2
1919,EE2040,L07,30.0,T2
1920,EE2040,L08,30.0,TB
1921,EE2040,L09,30.0,TB
1922,EE2040,L10,30.0,TB
1923,EE2040,L11,30.0,TB
1924,EE2040,L12,30.0,TB
1925,EE2040,L13,30.0,TB
1926,EE2040,L14,30.0,T2
1927,EE2040,L15,30.0,TB
1928,EE2040,L16,30.0,TB
1929,EE2040,L17,30.0,T2
1930,EE2040,L18,30.0,T2
1931,EE2040,L19,30.0,TB
1932,EE2040,L20,30.0,T2
1933,EE2109,A01,25.0,MA
1934,EE2119,A01,24.0,Tº
1935,EE2401,CC01,80.0,QT
1936,EE2402,CC01,80.0,QT
1937,EE2409,CC01,80.0,QT
1938,EE2409,CC02,80.0,QT
1939,EE2409,CC03,80.0,QT
1940,EE2411,CC01,80.0,QT
1941,EE2411,CC02,80.0,QT
1942,EE2411,CC03,80.0,QT
1943,EE2412,CC01,20.0,XG
1944,EE2412,CC02,20.0,B2
1945,EE2412,CC03,20.0,B2
1946,EE2412,CC04,20.0,XG
1947,EE2412,CC05,20.0,B2
1948,EE2412,CC06,20.0,B2
1949,EE2412,CC07,20.0,XG
1950,EE2412,CC08,20.0,B2
1951,EE2412,CC09,20.0,B2
1952,EE2415,CC01,80.0,QT
1953,EE2415,CC02,80.0,QT
1954,EE2415,CC03,80.0,QT
1955,EE2416,CC01,40.0,I
1956,EE2416,CC02,40.0,I
1957,EE2416,CC03,40.0,I
1958,EE2416,CC04,40.0,I
1959,EE2416,CC05,40.0,I
1960,EE2416,CC06,40.0,I
1961,EE2419,CC01,80.0,QT
1962,EE2419,CC02,80.0,QT
1963,EE2419,CC03,80.0,QT
1964,EE2420,CC01,20.0,D1
1965,EE2420,CC02,20.0,D1
1966,EE2420,CC03,20.0,D1
1967,EE2420,CC04,20.0,D1
1968,EE2420,CC05,20.0,D1
1969,EE2420,CC06,20.0,D1
1970,EE2420,CC07,20.0,D1
1971,EE2420,CC08,20.0,D1
1972,EE2420,CC09,20.0,D1
1973,EE2421,CC01,60.0,.
1974,EE2421,CC02,60.0,.
1975,EE3001,L01,72.0,LH
1976,EE3001,L02,72.0,LH
1977,EE3001,L03,72.0,LH
1978,EE3001,L04,72.0,LH
1979,EE3002,L01,18.0,E
1980,EE3002,L03,18.0,E
1981,EE3002,L04,18.0,E
1982,EE3002,L05,18.0,E
1983,EE3002,L06,18.0,E
1984,EE3002,L07,18.0,E
1985,EE3002,L08,18.0,E
1986,EE3002,L09,18.0,E
1987,EE3002,L10,18.0,E
1988,EE3002,L11,18.0,E
1989,EE3002,L12,18.0,E
1990,EE3002,L14,18.0,E
1991,EE3002,L15,18.0,E
1992,EE3002,L16,18.0,E
1993,EE3005,A01,60.0,QT
1994,EE3005,L01,60.0,LH
1995,EE3005,L02,60.0,LH
1996,EE3005,L03,60.0,LH
1997,EE3005,L04,60.0,LH
1998,EE3006,A01,30.0,G2
1999,EE3006,L01,30.0,G2
2000,EE3006,L02,30.0,G2
2001,EE3006,L03,30.0,G2
2002,EE3006,L04,30.0,G2
2003,EE3006,L05,30.0,G2
2004,EE3006,L06,30.0,G2
2005,EE3006,L07,30.0,G2
2006,EE3006,L08,30.0,G2
2007,EE3007,A01,50.0,QT
2008,EE3007,L01,60.0,LH
2009,EE3007,L02,60.0,LH
2010,EE3007,L03,60.0,LH
2011,EE3007,L04,60.0,LH
2012,EE3008,A01,30.0,G
2013,EE3008,L01,30.0,G
2014,EE3008,L02,30.0,G
2015,EE3008,L03,30.0,G
2016,EE3008,L04,30.0,G
2017,EE3008,L05,30.0,G
2018,EE3008,L06,30.0,G
2019,EE3008,L07,30.0,G
2020,EE3008,L08,30.0,G
2021,EE3009,L01,50.0,LH
2022,EE3009,L02,50.0,LH
2023,EE3009,L03,50.0,LH
2024,EE3009,L04,50.0,LH
2025,EE3009,L05,50.0,LH
2026,EE3010,L01,25.0,N
2027,EE3010,L02,25.0,N
2028,EE3010,L03,25.0,N
2029,EE3010,L04,25.0,N
2030,EE3010,L05,25.0,N
2031,EE3010,L06,25.0,N
2032,EE3010,L07,25.0,N
2033,EE3010,L08,25.0,N
2034,EE3010,L09,25.0,N
2035,EE3010,L10,25.0,N
2036,EE3011,A01,60.0,QT
2037,EE3011,L01,60.0,LH
2038,EE3011,L02,60.0,LH
2039,EE3011,L03,60.0,LH
2040,EE3011,L04,60.0,LH
2041,EE3011,L05,60.0,LH
2042,EE3015,A01,80.0,QT
2043,EE3017,A01,60.0,QT
2044,EE3017,L01,60.0,LH
2045,EE3017,L02,60.0,LH
2046,EE3017,L03,60.0,LH
2047,EE3017,L04,60.0,LH
2048,EE3018,A01,30.0,SC
2049,EE3018,L01,30.0,SC
2050,EE3018,L02,30.0,SC
2051,EE3018,L03,30.0,SC
2052,EE3018,L04,30.0,SC
2053,EE3018,L05,30.0,SC
2054,EE3018,L06,30.0,SC
2055,EE3018,L07,30.0,SC
2056,EE3018,L08,30.0,SC
2057,EE3019,A01,50.0,QT
2058,EE3019,L01,60.0,LH
2059,EE3019,L02,60.0,LH
2060,EE3019,L03,60.0,LH
2061,EE3019,L04,60.0,LH
2062,EE3019,L05,60.0,LH
2063,EE3020,A01,30.0,SO
2064,EE3020,A02,30.0,SO
2065,EE3020,L01,30.0,SO
2066,EE3020,L02,30.0,SO
2067,EE3020,L03,30.0,SO
2068,EE3020,L04,30.0,SO
2069,EE3020,L05,30.0,SO
2070,EE3020,L06,30.0,SO
2071,EE3020,L07,30.0,SO
2072,EE3020,L08,30.0,SO
2073,EE3020,L09,30.0,SO
2074,EE3020,L10,30.0,SO
2075,EE3021,A01,30.0,M
2076,EE3021,L01,30.0,M
2077,EE3021,L02,30.0,M
2078,EE3021,L03,30.0,M
2079,EE3021,L04,30.0,M
2080,EE3021,L05,30.0,M
2081,EE3021,L06,30.0,M
2082,EE3021,L07,30.0,M
2083,EE3021,L08,30.0,M
2084,EE3021,L09,30.0,M
2085,EE3021,L10,30.0,M
2086,EE3021,L11,30.0,M
2087,EE3021,L12,30.0,M
2088,EE3023,A01,24.0,M9
2089,EE3023,A02,24.0,M9
2090,EE3023,L01,24.0,M9
2091,EE3023,L02,24.0,M9
2092,EE3023,L03,24.0,M9
2093,EE3023,L04,24.0,M9
2094,EE3023,L05,24.0,M9
2095,EE3023,L06,24.0,M9
2096,EE3023,L07,24.0,M9
2097,EE3023,L08,24.0,M9
2098,EE3023,L09,24.0,M9
2099,EE3023,L10,24.0,M9
2100,EE3023,L11,24.0,M9
2101,EE3023,L12,24.0,M9
2102,EE3023,L13,24.0,M9
2103,EE3023,L14,24.0,M9
2104,EE3023,L15,24.0,M9
2105,EE3023,L16,24.0,M9
2106,EE3023,L17,24.0,M9
2107,EE3023,L18,24.0,M9
2108,EE3027,L01,80.0,LH
2109,EE3027,L02,80.0,LH
2110,EE3027,L03,80.0,LH
2111,EE3028,L01,20.0,F
2112,EE3028,L02,20.0,F
2113,EE3028,L03,20.0,F
2114,EE3028,L04,20.0,F
2115,EE3028,L05,20.0,F
2116,EE3028,L06,20.0,F
2117,EE3028,L08,20.0,F
2118,EE3028,L09,20.0,F
2119,EE3028,L10,20.0,F
2120,EE3028,L11,20.0,F
2121,EE3028,L12,20.0,F
2122,EE3031,L01,60.0,LH
2123,EE3035,L01,60.0,LH
2124,EE3037,L01,60.0,LH
2125,EE3041,L01,60.0,LH
2126,EE3043,L01,60.0,LH
2127,EE3067,A01,60.0,QT
2128,EE3069,L01,60.0,LH
2129,EE3069,L02,60.0,LH
2130,EE3071,L01,80.0,LH
2131,EE3077,A01,60.0,QT
2132,EE3077,L01,60.0,LH
2133,EE3085,L01,60.0,LH
2134,EE3087,A01,50.0,QT
2135,EE3087,L01,50.0,LH
2136,EE3088,A01,25.0,ET
2137,EE3088,A02,25.0,ET
2138,EE3088,L01,25.0,ET
2139,EE3088,L02,25.0,ET
2140,EE3093,L01,60.0,LH
2141,EE3094,L01,60.0,LH
2142,EE3095,L01,50.0,LH
2143,EE3096,L01,25.0,ET
2144,EE3099,L01,60.0,LH
2145,EE3100,L01,20.0,E5
2146,EE3100,L02,20.0,E5
2147,EE3100,L03,20.0,E5
2148,EE3101,L01,60.0,LH
2149,EE3107,L01,60.0,LH
2150,EE3117,L01,60.0,LH
2151,EE3117,L02,60.0,LH
2152,EE3117,L03,60.0,LH
2153,EE3121,L01,60.0,LH
2154,EE3127,L01,60.0,LH
2155,EE3131,L01,60.0,LH
2156,EE3133,L01,60.0,LH
2157,EE3143,L01,60.0,LH
2158,EE3144,L01,20.0,E5
2159,EE3145,L01,60.0,LH
2160,EE3165,A01,60.0,QT
2161,EE3165,L01,80.0,LH
2162,EE3165,L02,80.0,LH
2163,EE3165,L03,80.0,LH
2164,EE3165,L04,80.0,LH
2165,EE3167,L01,60.0,LH
2166,EE3169,L01,60.0,LH
2167,EE3171,L01,60.0,LH
2168,EE3177,L01,60.0,LH
2169,EE3181,L01,9000.0,.
2170,EE3183,A01,9000.0,.
2171,EE3183,L01,9000.0,.
2172,EE3185,A01,9000.0,.
2173,EE3185,L01,9000.0,.
2174,EE3189,A01,60.0,QT
2175,EE3190,A01,30.0,D1
2176,EE3190,A02,30.0,D1
2177,EE3207,L01,60.0,LH
2178,EE3207,L02,60.0,LH
2179,EE3211,L01,9000.0,.
2180,EE3345,L01,-5.0,.
2181,EE3355,L01,-5.0,.
2182,EE3365,L01,-5.0,.
2183,EE3417,CC01,50.0,QT
2184,EE3418,CC01,60.0,QT
2185,EE3419,CC01,60.0,QT
2186,EE3420,CC01,20.0,E5
2187,EE3420,CC02,20.0,E5
2188,EE3420,CC03,20.0,E5
2189,EE3421,CC01,50.0,QT
2190,EE3422,CC01,25.0,N
2191,EE3425,CC01,60.0,QT
2192,EE3427,CC01,50.0,QT
2193,EE4057,A01,9000.0,.
2194,EE4063,A01,60.0,QT
2195,EE4065,A01,60.0,QT
2196,EE4069,A01,60.0,.
2197,EE4347,L01,9000.0,.
2198,EE4357,A01,9000.0,.
2199,EE4357,L01,9000.0,.
2200,EE4367,L01,9000.0,.
2201,EE4377,CC01,9000.0,.
2202,EE4385,A01,-5.0,.
2203,EE4395,A01,-5.0,.
2204,EE4441,CC01,50.0,QT
2205,EE4442,CC01,50.0,QT
2206,EE4445,CC01,50.0,QT
2207,EE4446,CC01,50.0,QT
2208,EE4451,CC01,50.0,QT
2209,EE4453,CC01,50.0,QT
2210,EE5017,A01,9000.0,.
2211,EE5027,A01,9000.0,.
2212,EE5113,CH01,60.0,QT
2213,EE5135,CH01,50.0,QT
2214,EE5137,CH01,60.0,QT
2215,EE5145,CH01,50.0,QT
2216,EE5147,CH01,80.0,QT
2217,EE5153,CH01,80.0,.
2218,EE5155,CH01,80.0,.
2219,EE5161,CH01,80.0,.
2220,EE5163,CH01,80.0,.
2221,EE5165,CH01,80.0,.
2222,EE5167,CH01,80.0,.
2223,EE5173,CH01,80.0,.
2224,EE5175,CH01,80.0,.
2225,EE5179,CH01,80.0,.
2226,EE5211,CH01,80.0,QT
2227,EE5213,CH01,80.0,QT
2228,EE5215,CH01,80.0,QT
2229,EE5217,CH01,80.0,QT
2230,EE5237,CH01,80.0,.
2231,EE5283,CH01,30.0,XG
2232,EE5285,CH01,80.0,QT
2233,EE5301,CH01,80.0,QT
2234,EE5303,CH01,70.0,QT
2235,EE5319,CH01,80.0,QT
2236,EE5321,CH01,80.0,QT
2237,EE5325,CH01,80.0,QT
2238,EE5339,CH01,80.0,QT
2239,EN1003,A01,80.0,QT
2240,EN1003,A02,80.0,QT
2241,EN1003,A03,81.0,QT
2242,EN1003,CC01,80.0,QT
2243,EN1003,CC02,80.0,QT
2244,EN1003,CC03,80.0,QT
2245,EN1003,L01,120.0,LH
2246,EN1003,L02,120.0,LH
2247,EN1003,L03,120.0,LH
2248,EN1003,L04,120.0,LH
2249,EN1003,L05,120.0,LH
2250,EN1003,L06,120.0,LH
2251,EN1003,L07,120.0,LH
2252,EN1003,L08,120.0,LH
2253,EN1003,L09,120.0,LH
2254,EN1003,L10,120.0,LH
2255,EN1005,L01,80.0,LH
2256,EN1005,L02,80.0,LH
2257,EN1015,CC01,60.0,QT
2258,EN1015,L01,125.0,LH
2259,EN1016,CC01,30.0,OM
2260,EN1016,L01,30.0,OM
2261,EN1016,L02,30.0,OM
2262,EN1016,L03,35.0,OM
2263,EN1016,L04,30.0,OM
2264,EN1017,CC01,70.0,QT
2265,EN1017,L01,80.0,LH
2266,EN1017,L02,80.0,LH
2267,EN1018,CC01,70.0,QT
2268,EN1018,L01,80.0,LH
2269,EN1018,L02,80.0,LH
2270,EN1021,CC01,40.0,QT
2271,EN1022,CC01,20.0,OM
2272,EN2003,CC01,80.0,QT
2273,EN2003,L01,80.0,LH
2274,EN2003,L02,80.0,LH
2275,EN2033,CC01,80.0,QT
2276,EN2049,CC01,80.0,QT
2277,EN2050,CC01,80.0,QT
2278,EN2061,L01,80.0,LH
2279,EN2061,L02,85.0,LH
2280,EN3001,CC01,50.0,QT
2281,EN3001,L01,75.0,LH
2282,EN3002,CC01,25.0,NO
2283,EN3002,L01,25.0,NO
2284,EN3002,L02,25.0,NO
2285,EN3003,L01,75.0,LH
2286,EN3004,L01,25.0,M4
2287,EN3027,CC01,60.0,QT
2288,EN3027,L01,60.0,LH
2289,EN3028,CC01,30.0,M1
2290,EN3028,L01,30.0,M3
2291,EN3028,L02,30.0,M3
2292,EN3041,L01,60.0,LH
2293,EN3047,L01,60.0,LH
2294,EN3073,L01,60.0,LH
2295,EN3077,CC01,9000.0,.
2296,EN3077,L01,9000.0,.
2297,EN3087,CC01,60.0,QT
2298,EN3087,L01,60.0,LH
2299,EN3117,L01,60.0,LH
2300,EN3205,CC01,60.0,QT
2301,EN3205,L01,60.0,LH
2302,EN3335,L01,-5.0,.
2303,EN3345,CC01,-5.0,.
2304,EN3345,L01,-5.0,.
2305,EN4025,L01,60.0,LH
2306,EN4026,L01,60.0,LH
2307,EN4337,L01,9000.0,.
2308,EN4347,CC01,9000.0,.
2309,EN4347,L01,9000.0,.
2310,EN5041,CH01,80.0,QT
2311,EN5081,CH01,56.0,QT
2312,EN5097,CH01,80.0,QT
2313,EN5099,CH01,80.0,QT
2314,EN5135,CH01,80.0,QT
2315,EN5151,CH01,80.0,.
2316,EN5153,CH01,80.0,.
2317,EN5157,CH01,80.0,QT
2318,EN5167,CH01,80.0,.
2319,GE1013,CC01,70.0,QT
2320,GE1013,L01,120.0,LH
2321,GE1013,L02,120.0,LH
2322,GE1014,CC01,35.0,.
2323,GE1014,L01,30.0,.
2324,GE1014,L02,30.0,.
2325,GE1014,L03,30.0,.
2326,GE1014,L04,30.0,.
2327,GE1014,L05,30.0,.
2328,GE1014,L06,30.0,.
2329,GE1015,CC01,80.0,QT
2330,GE1015,L01,120.0,LH
2331,GE1025,CC01,80.0,QT
2332,GE1025,L01,80.0,LH
2333,GE1029,CC01,80.0,QT
2334,GE1029,L01,120.0,LH
2335,GE1029,L02,120.0,LH
2336,GE2021,L01,60.0,LH
2337,GE2029,L01,60.0,LH
2338,GE2059,CC01,60.0,QT
2339,GE2059,L01,60.0,LH
2340,GE2059,L02,60.0,LH
2341,GE2060,CC01,60.0,QT
2342,GE2060,L01,60.0,LH
2343,GE2060,L02,60.0,LH
2344,GE2061,CC01,60.0,QT
2345,GE2061,L01,60.0,LH
2346,GE2061,L02,60.0,LH
2347,GE2063,CC01,80.0,QT
2348,GE2063,L01,80.0,LH
2349,GE2064,CC01,80.0,QT
2350,GE2064,L01,80.0,LH
2351,GE2071,L01,60.0,LH
2352,GE2077,L01,80.0,LH
2353,GE2078,L01,80.0,LH
2354,GE2081,L01,80.0,LH
2355,GE3037,L01,25.0,1
2356,GE3061,L01,60.0,LH
2357,GE3099,L01,80.0,LH
