MAKEM,MAMH,TENMH,TENMH_ENG,MASUBJECTAREA,SOTC,SOTC_HP,SOTIET,SOTIET_XEPTKB,loai_mh,f_lt,f_bt,f_tn,f_btl,f_da,f_la,f_tq,f_makh,mau
,201051,CO LY THUYET 1          ,Theoretical Mechanics 1                                                                                                           ,20,4,4,30,30,Lec,30,0,0,0,0,0,0,UD,
,201052,CO LY THUYET 2          ,Theoretical Mechanics 2                                                                                                           ,20,3,3,30,30,Lec,30,0,0,0,0,0,0,UD,
,201053,CO UNG DUNG 1           ,Applied Mechanics 1                                                                                                               ,20,5,5,40,40,Lec,40,0,0,0,0,0,0,UD,
,201054,CO UNG DUNG 2           ,Applied Mechanics 2                                                                                                               ,20,5,5,40,40,Lec,40,0,0,0,0,0,0,UD,
,201055,PHUONG PHAP TOI UU      ,PHUONG PHAP TOI UU      ,20,3,3,25,25,Lec,25,0,0,0,0,0,0,UD,
,201056,CO UNG DUNG             ,Applied Mechanics                                                                                                                 ,20,2,2,30,30,Lec,30,0,0,0,0,0,0,UD,
,201057,CO HOC                  ,CO HOC                  ,20,4,4,30,30,Lec,30,0,0,0,0,0,0,UD,
,201058,CO LY THUYET            ,Theoretical Mechanics                                                                                                             ,20,8,8,60,60,Lec,60,0,0,0,0,0,0,UD,
,201059,CO UNG DUNG             ,Applied Mechanics                                                                                                                 ,20,4,4,45,45,Lec,45,0,0,0,0,0,0,UD,
,201060,CO LY THUYET            ,Theoretical Mechanics                                                                                                             ,20,5,5,525,525,Lec,525,0,0,0,0,0,0,UD,
,201061,CO UNG DUNG             ,Applied Mechanics                                                                                                                 ,20,5,5,525,525,Lec,525,0,0,0,0,0,0,UD,
,201101,BAI TAP CO HOC          ,BAI TAP CO HOC          ,20,0,0,15,15,Prsn,0,15,0,0,0,0,0,UD,
,201102,BAI TAP CO UNG DUNG     ,BAI TAP CO UNG DUNG     ,20,0,0,15,15,Prsn,0,15,0,0,0,0,0,UD,
,201103,BAI TAP CO LY THUYET    ,BAI TAP CO LY THUYET    ,20,0,0,15,15,Prsn,0,15,0,0,0,0,0,UD,
,201301,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,20,2,2,0,0,,0,0,0,0,0,0,0,UD,
,201302,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,20,3,3,135,0,,0,0,0,0,0,0,0,UD,
,201303,LUAN VAN TOT NGHIEP     ,Thesis                                                                                                                            ,20,10,10,450,0,,0,0,0,0,0,450,0,UD,
,201701,COHOC DC &CH MTR LIENTUC,Fundamental and Continuum Mechanics                                                                                               ,20,3,3,48,30,Lec,30,18,0,0,0,0,0,UD,
,201702,DAO DONG 1              ,Vibration 1                                                                                                                       ,20,1,1,21,12,Lec,12,0,0,9,0,0,0,UD,1a
,201703,DAO DONG 2              ,Vibration 2                                                                                                                       ,20,1,1,21,12,Lec,12,0,0,9,0,0,0,UD,1a
,201704,CO HOC BAY 2            ,Flight Mechanics 2                                                                                                                ,TR,2,2,42,24,Lec,24,0,0,18,0,0,0,GT,2a
,201705,HU HONG & PHA HUY 1     ,Fracture Mechanics 1                                                                                                              ,20,1,1,21,12,Lec,12,0,0,9,0,0,0,UD,1a
,201706,HU HONG & PHA HUY 2     ,Fracture Mechanics 2                                                                                                              ,20,2,2,48,21,Lec,21,0,0,27,0,0,0,UD,2c
,201707,CO HOC VAT RAN & SONG CO,Solid Mechanics and Mechanical Waves                                                                                              ,20,3,3,60,30,Lec,30,30,0,0,0,0,0,UD,3i
,201708,CAC CTRUCHK-C/HOC PHAHUY,Aerospace Structure and Fracture Mechanics                                                                                        ,TR,1,1,21,12,Lec,12,0,0,9,0,0,0,GT,1a
,201801,CO HOC LY THUYET        ,Mechanics                                                                                                                         ,20,3,3,60,45,Lec,45,15,0,0,0,0,0,UD,
,202001,TN K/THUAT THUY LUC&KNEN,Hydraulic Engineering and Pneumatic Power Experiment                                                                              ,ME,1,1,30,30,Lab,0,0,30,0,0,0,0,CK,
,202002,TN DUNG SAI &KY THUAT DO,Tolerance and Measurement Engineering Lab                                                                                         ,ME,1,1,30,30,Lab,0,0,30,0,0,0,0,CK,
,202003,CN & T/BI GIA CONG C/XAC,Tolerrance and Measurement                                                                                                        ,ME,2,2,45,30,Lec,30,15,0,1,0,0,0,CK,
,202004,NG/LY GIA CONG VAT LIEU ,Theory of Metal Cutting                                                                                                           ,ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202005,T/KE D/BAO C/TAO &LAPRAP,Design for Manufacture and Assembly                                                                                               ,ME,2,2,45,30,Lec,30,15,0,1,0,0,0,CK,
,202006,THIET KE TRANG BI C/NGHE,Design Equipments for Location and Clamping the Workpiece                                                                         ,ME,2,2,45,30,Lec,30,0,15,0,0,0,0,CK,
,202007,DUNG SAI & KY THUAT DO  ,Tolerance and Measurement Engineering                                                                                             ,ME,2,2,45,30,Lec,30,15,0,1,0,0,0,CK,
,202008,KY THUAT DONG THOI      ,Concurrent Engineering                                                                                                            ,ME,2,2,45,30,Lec,30,15,0,1,0,0,0,CK,
,202009,"BOM, QUAT, MAY NEN KHI  ","Pumps, Fans and Compressors                                                                                                       ",ME,2,2,45,30,Lec,30,9,6,1,0,0,0,CK,
,202010,KYTHUAT THUY LUC&KHI NEN,Hydraulic Engineering and Pneumatic Power                                                                                         ,ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202011,"LAP DAT,VAN HANH&SC TBCN","LAP DAT,VAN HANH&SC TBCN",ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202012,DUNG SAI                ,DUNG SAI                ,ME,2,2,30,30,Lec,30,0,0,0,0,0,0,CK,
,202013,DUNG SAI - KY THUAT DO  ,Tolerance and Measurement Engineering                                                                                             ,ME,3,3,60,40,Lec,40,8,12,1,0,0,0,CK,
,202014,CAC PP G/CONG KHONG PHOI,CAC PP G/CONG KHONG PHOI,ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202015,K/THUAT THUY LUC-KHI NEN,K/THUAT THUY LUC-KHI NEN,ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202016,TN KT THUY LUC - KHI NEN,TN KT THUY LUC - KHI NEN,ME,1,1,30,30,Lab,0,0,30,0,0,0,0,CK,
,202017,LY THUYET AN KHOP       ,LY THUYET AN KHOP       ,ME,2,2,30,30,Lec,30,0,0,0,0,0,0,CK,
,202018,LY THUYET TAO HINH      ,LY THUYET TAO HINH      ,ME,2,2,30,30,Lec,30,0,0,0,0,0,0,CK,
,202019,MAY CHE BIEN            ,MAY CHE BIEN            ,ME,6,6,90,90,Lec,90,0,0,0,0,0,0,CK,
,202020,KY THUAT CHE TAO        ,KY THUAT CHE TAO        ,ME,4,4,75,60,Lec,60,15,0,0,0,0,0,CK,
,202021,N/LY CAT & DUNG CU CAT  ,N/LY CAT & DUNG CU CAT  ,ME,4,4,60,45,Lec,45,15,0,0,0,0,0,CK,
,202022,P/PHAP GIA CONG TINH XAC,P/PHAP GIA CONG TINH XAC,ME,3,3,45,45,Lec,45,0,0,0,0,0,0,CK,
,202023,P/PHAP PHAN TU HUU HAN  ,P/PHAP PHAN TU HUU HAN  ,ME,2,2,30,30,Lec,30,0,0,0,0,0,0,CK,
,202024,T/KE MAY CAT KIM LOAI   ,T/KE MAY CAT KIM LOAI   ,ME,3,3,45,45,Lec,45,0,0,0,0,0,0,CK,
,202025,THIET KE NHA MAY CO KHI ,THIET KE NHA MAY CO KHI ,ME,2,2,30,30,Lec,30,0,0,0,0,0,0,CK,
,202026,TK DO GA GIA CONG K.LOAI,TK DO GA GIA CONG K.LOAI,ME,2,2,30,30,Lec,30,0,0,0,0,0,0,CK,
,202027,TOI UU HOA PHUONG AN CN ,TOI UU HOA PHUONG AN CN ,ME,2,2,30,30,Lec,30,0,0,0,0,0,0,CK,
,202028,T/BI DIEN TRONG MCKL A  ,T/BI DIEN TRONG MCKL A  ,ME,2,2,30,25,Lec,25,0,5,0,0,0,0,CK,
,202029,T/BI DIEN TRONG MCKL B  ,T/BI DIEN TRONG MCKL B  ,ME,3,3,45,45,Lec,45,0,0,0,0,0,0,CK,
,202030,TU DONG HOA QT CONG NGHE,TU DONG HOA QT CONG NGHE,ME,3,3,45,45,Lec,45,0,0,0,0,0,0,CK,
,202031,DAMH C/N GIA CONG CO KHI,DAMH C/N GIA CONG CO KHI,ME,3,3,135,0,,0,0,0,0,135,0,0,CK,
,202032,DAMH CONG NGHE CH/TAOMAY,DAMH CONG NGHE CH/TAOMAY,ME,3,3,135,0,,0,0,0,0,135,0,0,CK,
,202033,TBI KHOAN & KHAI THAC DK,TBI KHOAN & KHAI THAC DK,20,3,3,45,45,Lec,45,0,0,0,0,0,0,DC,
,202034,CHE TAO CO KHI 1        ,CHE TAO CO KHI 1        ,ME,3,3,60,45,Lec,45,15,0,0,0,0,0,CK,
,202035,CHE TAO CO KHI 2        ,CHE TAO CO KHI 2        ,ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202036,T/KE QUI TRINH CONG NGHE,T/KE QUI TRINH CONG NGHE,ME,3,3,75,45,Lec,45,15,15,0,0,0,0,CK,
,202037,TU DONG CONG NGHIEP     ,TU DONG CONG NGHIEP     ,ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202038,DAMH KY THUAT CHE TAO   ,Manufacturing Technology Project                                                                                                  ,ME,1,1,45,0,,0,0,0,0,45,0,0,CK,
,202039,DO TRONG CHE TAO MAY    ,DO TRONG CHE TAO MAY    ,ME,1,1,30,15,Lec,15,15,0,0,0,0,0,CK,
,202040,KY THUAT DO LUONG CO KHI,KY THUAT DO LUONG CO KHI,ME,3,3,75,45,Lec,45,15,15,0,0,0,0,CK,
,202041,THIET BI DIEN TRONG MAY ,THIET BI DIEN TRONG MAY ,ME,1,1,30,15,Lec,15,15,0,0,0,0,0,CK,
,202042,CAC PP GIA CONG DAC BIET,Advanced Manufacturing Processes                                                                                                  ,ME,2,2,45,30,Lec,30,9,6,0,0,0,0,CK,
,202043,TOI UU HOA QUI TRINHSXCN,TOI UU HOA QUI TRINHSXCN,ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202044,TU DONG HOA SAN XUAT    ,TU DONG HOA SAN XUAT    ,ME,2,2,45,39,Lec,39,0,6,0,0,0,0,CK,
,202045,CNC                     ,CNC                     ,ME,2,2,45,30,Lec,30,0,15,0,0,0,0,CK,
,202046,TK DUNG CU CAT KIM LOAI ,TK DUNG CU CAT KIM LOAI ,ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202047,KY THUAT CHE TAO 2      ,Manufacturing Engineering 2                                                                                                       ,ME,3,3,60,45,Lec,45,0,15,0,0,0,0,CK,
,202048,CONG NGHE CHE TAO MAY 2 ,Technology of Making Machines 2                                                                                                   ,ME,3,3,60,51,Lec,51,0,9,0,0,0,0,CK,
,202049,TK QUI TRINH CONG NGHE  ,TK QUI TRINH CONG NGHE  ,ME,2,2,45,30,Lec,30,15,0,0,0,0,0,CK,
,202050,CO KHI DAI CUONG        ,General Mechanics                                                                                                                 ,ME,3,3,60,42,Lec,42,9,9,0,0,0,0,CK,
