MAKEM,MAMH,TENMH,TENMH_ENG,MASUBJECTAREA,SOTC,SOTC_HP,SOTIET,SOTIET_XEPTKB,loai_mh,f_lt,f_bt,f_tn,f_btl,f_da,f_la,f_tq,f_makh,mau
,CI1065,NHAP MON KIEN TRUC      ,Introduction to Architecture                                                                                                      ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI1067,VE KY THUAT KIEN TRUC   ,Architectural Descriptive Geometry                                                                                                ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3a
,CI1068,VE KY THUAT KIEN TRUC(BT,Architectural Descriptive Geometry                                                                                                ,CI,0,0,24,24,Prsn,0,24,0,0,0,0,0,XD,3a
,CI1069,KHOA HOC TRAI DAT       ,Earth Science                                                                                                                     ,CI,4,4,200,45,Lec,45,0,0,45,0,0,0,XD,4a
,CI1070,KHOA HOC TRAI DAT (BT)  ,Earth Science                                                                                                                     ,CI,0,0,24,24,Prsn,0,24,0,0,0,0,0,XD,4a
,CI1071,HOA HINH VA TAO HINH    ,HOA HINH VA TAO HINH    ,CI,3,3,45,0,,0,0,0,0,0,0,0,XD,
,CI1073,KY HOA KIEN TRUC CO BAN ,KY HOA KIEN TRUC CO BAN ,CI,3,3,45,45,Lec,45,0,0,0,0,0,0,XD,
,CI1075,KY HOA KIEN TRUC NANGCAO,KY HOA KIEN TRUC NANGCAO,CI,3,3,45,45,Lec,45,0,0,0,0,0,0,XD,
CI1078,CI1077,NGUYEN LY KINH TE HOC   ,Economic Principles in Construction                                                                                               ,CI,3,3,150,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI1078,NGUYEN LY KINH TE HOC(BT,Economic Principles in Construction (exc)                                                                                         ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
CI2002,CI2001,SUC BEN VAT LIEU        ,Strength of Materials                                                                                                             ,CI,3,3,150,30,Lec,30,0,20,15,0,0,0,XD,3e
,CI2002,SUC BEN VAT LIEU (TN)   ,Strength of Materials (Lab)                                                                                                       ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,3e
CI2004,CI2003,CO LUU CHAT             ,Fluid Mechanics                                                                                                                   ,CI,3,3,150,30,Lec,30,0,20,15,0,0,0,XD,3e
,CI2004,CO LUU CHAT (TN)        ,Fluid Mechanics (Lab)                                                                                                             ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,3e
,CI2005,CO LUU CHAT             ,Fluid Mechanics                                                                                                                   ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
CI2008,CI2007,SUC BEN VAT LIEU        ,Strength of Materials                                                                                                             ,CI,4,4,200,45,Lec,45,0,20,15,0,0,0,XD,4d
,CI2008,SUC BEN VAT LIEU (TN)   ,Strength of Materials (Lab)                                                                                                       ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,4d
,CI2009,SUC BEN VAT LIEU        ,Strength of Materials                                                                                                             ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI200A,SUC BEN VAT LIEU (MR)   ,Strength of Materials (extra)                                                                                                     ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI200B,CO LUU CHAT (MR)        ,Fluid Mechanics (extra)                                                                                                           ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI200D,SUC BEN VAT LIEU (MR)   ,Strength of Materials (extra)                                                                                                     ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI2011,BAN DO HOC 1            ,Cartography 1                                                                                                                     ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
,CI2013,BO CUC TAO HINH KTRUC 2 ,Composition Architectural 2                                                                                                       ,CI,1,1,21,12,Lec,12,0,0,9,0,0,0,XD,1a
CI2020,CI2019,LYTHUYET SSO & XLY SL DO,Theory of Errors                                                                                                                  ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
,CI2020,LYTHUYET SSO &XLSL DO(TH,Theory of Errors (Exc)                                                                                                            ,CI,0,0,30,30,Prsn,0,30,0,0,0,0,0,XD,3i
,CI2021,NGLY KIENTRUC CONGNGHIEP,Theory of Industrial Architecture Design                                                                                          ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2023,THIET KE KTRUC CONGCONG1,Design of Public Architecture 1                                                                                                   ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2025,THIET KE KTRUC CONGCONG2,Design of Public Architecture 2                                                                                                   ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2027,THIETKE KYTHUAT KIENTRUC,Architectural Technologies Design                                                                                                 ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2029,CO HOC KET CAU          ,Mechanics of Structures                                                                                                           ,CI,4,4,90,45,Lec,45,0,0,45,0,0,0,XD,4b
,CI202E,CO HOC KET CAU (MR)     ,Mechanics of Structures (extra)                                                                                                   ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI2030,CO HOC KET CAU (THL)    ,Mechanics of Structures (Exc)                                                                                                     ,CI,0,0,0,0,,0,0,0,0,0,0,0,XD,
,CI2031,VE BAN DO               ,Map Drafting                                                                                                                      ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
,CI2033,THIETBI & ANTOAN LAODONG,Surveying Instrument and Work Safety                                                                                              ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2035,TIN HOC TRONG TRAC DIA  ,Computer Aided Mapping                                                                                                            ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
CI2038,CI2037,VAT LIEU XAY DUNG       ,Construction Materials                                                                                                            ,CI,3,3,150,30,Lec,30,0,15,23,0,0,0,XD,3g
,CI2038,VAT LIEU XAY DUNG (TN)  ,Construction Materials (Lab)                                                                                                      ,CI,0,0,15,15,Lab,0,0,15,0,0,0,0,XD,3g
,CI2039,KET CAU BETONG COT THEP1,Reinforced Concrete Structures 1                                                                                                  ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI203D,VAT LIEU XAY DUNG (MR)  ,Construction Materials (extra)                                                                                                    ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI203E,K/CAU BETONG COTTHEP1(MR,Reinforced Concrete Structures 1 (extra)                                                                                          ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI2041,QUYHOACH &Q/LY KT HATANG,Infrastructure Planning & Management                                                                                              ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
CI2044,CI2043,DO VE DIA HINH          ,Topographic Surveying                                                                                                             ,CI,3,3,60,30,Lec,30,0,30,0,0,0,0,XD,3d
,CI2044,DO VE DIA HINH (TN)     ,Topographic Surveying (Lab)                                                                                                       ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,3d
CI2046,CI2045,HE THONG THONGTIN DIA LY,Geographical Information System                                                                                                   ,CI,3,3,150,30,Lec,30,0,30,0,0,0,0,XD,3d
,CI2046,HE THONG T/TIN DIALY(TN),Geographical Information System (Lab)                                                                                             ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,3d
CI2048,CI2047,UNG DUNG GIS            ,Gis Applications                                                                                                                  ,CI,3,3,60,30,Lec,30,0,30,0,0,0,0,XD,3d
,CI2048,UNG DUNG GIS (TN)       ,Gis Applications (Lab)                                                                                                            ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,3d
CI2050,CI2049,THONG KE KHONG GIAN     ,Spatial Statistics                                                                                                                ,CI,3,3,60,30,Lec,30,0,30,0,0,0,0,XD,3d
,CI2050,THONG KE KHONG GIAN (TN),Spatial Statistics (Lab)                                                                                                          ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,3d
,CI2051,TT NHAN THUC NGANH (CAU),Field Trip                                                                                                                        ,CI,1,1,45,0,,0,0,0,0,0,0,0,XD,
,CI2053,TT NHAN THUC NGANH (QLGT,Field Trip                                                                                                                        ,CI,1,1,45,0,,0,0,0,0,0,0,0,XD,
,CI2055,TT NHAN THUC NGANH (CTB),Field Trip                                                                                                                        ,CI,1,1,45,0,,0,0,0,0,0,0,0,XD,
,CI2057,TT NHAN THUC NGANH (DDCN,Field Trip                                                                                                                        ,CI,1,1,45,0,,0,0,0,0,0,0,0,XD,
,CI2059,THUC TAP KY THUAT (TDI) ,Topographic Surveying Practice                                                                                                    ,CI,3,3,135,0,,0,0,0,0,0,0,0,XD,
,CI2063,TT NHAN THUC NGANH (TLTD,Field Trip                                                                                                                        ,CI,1,1,45,0,,0,0,0,0,0,0,0,XD,
,CI2065,TT NHAN THUC NGANH (CTN),Field Trip                                                                                                                        ,CI,1,1,45,0,,0,0,0,0,0,0,0,XD,
,CI2067,TT NHAN THUC NGANH (VLXD,Field Trip                                                                                                                        ,CI,1,1,45,0,,0,0,0,0,0,0,0,XD,
,CI2069,THIETKE K/TRUC CONGCONG3,Culture Architecture Design                                                                                                       ,CI,6,6,210,30,Lec,30,0,0,180,0,0,0,XD,6b
,CI2071,KY THUAT KIEN TRUC 2    ,Architectural Technologies 2                                                                                                      ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2073,CO DIEN CONG TRINH      ,Buildings Mechanics & Electronic                                                                                                  ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
,CI2075,CHUYEN DE 1             ,Seminar 1                                                                                                                         ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2077,KIEN TRUC SINH KHI HAU  ,Bioclimatic Architecture                                                                                                          ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2079,CO HOC KET CAU          ,Mechanics of Structures                                                                                                           ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2085,CHUYEN DE TU CHON 2     ,Serminare 2: Sociology in Architecture and Urban                                                                                  ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2087,DAICUONG TH/KE MOITRUONG,Introduction of Enviromental Design                                                                                               ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2089,DAICUONG KTHUAT M/TRUONG,Introduction of Enviromental Engineering                                                                                          ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2091,KET CAU BETONG COT THEP1,Reinforced Concrete Structures 1                                                                                                  ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2093,DAMH KET CAU BETONG CT1 ,Project of Reinforced Concrete Structures 1                                                                                       ,CI,1,1,45,0,,0,0,0,0,45,0,0,XD,
CI2096,CI2095,DIA CHAT CONG TRINH     ,Engineering Geology                                                                                                               ,CI,3,3,150,30,Lec,30,0,30,0,0,0,0,XD,3d
,CI2096,DIA CHAT CONG TRINH (TN),Engineering Geology (Lab)                                                                                                         ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,3d
,CI2097,N/LY THIETKE K/TRUC CTDD,Architectural Design Principles of Civil Buildings                                                                                ,CI,4,4,200,45,Lec,45,0,0,45,45,0,0,XD,4b
,CI2098,N/LY THIETKE K/TRUC CTDD,Architectural Design Principles of Civil Buildings (Exc)                                                                          ,CI,0,0,24,24,Prsn,0,24,0,0,0,0,0,XD,
,CI2099,L/SU KIEN TRUC VA DINHCU,History of Architecture and Human Settlements                                                                                     ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3a
,CI209A,K/CAU BETONG COTTHEP1(MR,Reinforced Concrete Structures 1 (extra)                                                                                          ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI209C,DIA CHAT CONG TRINH (MR),Engineering Geology (extra)                                                                                                       ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI2100,L/SU KIEN TRUC VA DINHCU,History of Architecture and Human Settlements (Exc)                                                                               ,CI,0,0,24,24,Prsn,0,24,0,0,0,0,0,XD,
,CI2101,DO AN THIET KE CO SO KT ,Fundamental Architecture Studio                                                                                                   ,CI,2,2,100,0,,0,0,0,0,90,0,0,XD,da2
,CI2103,N/L T/KE K/TRUC CT NHA O,Architectural Design Principles of Residential Buildings                                                                          ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2104,N/L T/KE K/TRUC CT NHA O,Architectural Design Principles of Residential Buildings (Exc)                                                                    ,CI,0,0,24,24,Prsn,0,24,0,0,0,0,0,XD,
,CI2105,T/KE KT KIEN TRUC CTDD  ,Architectural Technical Design of Civil Buildings                                                                                 ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2106,T/KE KT KIEN TRUC CTDDBT,Architectural Technical Design of Civil Buildings                                                                                 ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
,CI2107,T/KE K/TRUC 1- CT C/CONG,Architectural Design I - Public Buildings                                                                                         ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2109,THUC TAP CONG NHAN      ,Workshop Practice                                                                                                                 ,CI,2,2,200,0,,0,0,0,0,0,0,0,XD,ttnt2
,CI2111,BO CUC TAO HINH TRONG KT,Composition of Shapes and Forms in Architecture                                                                                   ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2113,KYTHUAT CONGTRINH D/DUNG,Civil Building Technologies                                                                                                       ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
CI2116,CI2115,N/LY QUY HOACH &TK DOTHI,Principles of Urban Planning and Design                                                                                           ,CI,3,3,150,30,Lec,30,24,0,9,0,0,0,XD,3a
,CI2116,NL QUY HOACH&TK DOTHI(BT,Principles of Urban Planning and Design                                                                                           ,CI,0,0,24,24,Prsn,0,24,0,0,0,0,0,XD,3a
,CI2117,DO AN KIENTRUC CANH QUAN,Landscape Architecture Design Studio                                                                                              ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI2119,THUC TAP CONG NHAN      ,Workshop Practice                                                                                                                 ,CI,2,2,200,0,,0,0,0,0,0,0,0,XD,ttnt2
,CI2121,KETCAU C/TRINH XD - MTRG,Analysis and Design of Structures for Environmental Engineers                                                                     ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2123,PT DIA DIEM& KIEN TAO NC,Site Analysis and Place Making                                                                                                    ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2125,T/KE I- CT CONG CONG    ,Design Studio I - Public Buildings                                                                                                ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
CI2128,CI2127,HOA HOC NUOC TRONG KTMT ,Water Chemistry in Environmental Engineering                                                                                      ,CI,3,3,150,30,Lec,30,0,20,15,0,0,0,XD,3c
,CI2128,HOA HOC NUOC TRONG KTMT ,Water Chemistry in Environmental Engineering                                                                                      ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,3c
,CI2129,CAC QT XU LY TRONG KTMT ,Physico-chemical Processes in Environmental Engineering                                                                           ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2131,TN MOI TRUONG NUOC DOTHI,Urban Water Testing                                                                                                               ,CI,1,1,50,30,Lab,0,0,30,0,0,0,0,XD,tng1
,CI2133,KET CAU THEP            ,Steel Structures                                                                                                                  ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
CI2136,CI2135,CO KET CAU              ,Mechanics of Structures                                                                                                           ,CI,3,3,150,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI2136,CO KET CAU (THL)        ,Mechanics of Structures (Exc)                                                                                                     ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
CI2138,CI2137,CO HOC DAT              ,Soil Mechanics                                                                                                                    ,CI,3,3,150,30,Lec,30,14,0,24,0,0,0,XD,3f
,CI2138,CO HOC DAT (THL)        ,Soil Mechanics (Exc)                                                                                                              ,CI,0,0,14,14,Prsn,0,14,0,0,0,0,0,XD,3f
,CI2139,KET CAU BE TONG COT THEP,Reinforced Concrete Structures                                                                                                    ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI213B,KET CAU THEP (MR)       ,Steel Structures (extra)                                                                                                          ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI213C,CO KET CAU (MR)         ,Mechanics of Structures (extra)                                                                                                   ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI213D,CO HOC DAT (MR)         ,Soil Mechanics (extra)                                                                                                            ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI213E,KET CAU BT COT THEP (MR),Reinforced Concrete Structures (extra)                                                                                            ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI2141,BAN DO HOC              ,Cartography                                                                                                                       ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
CI2144,CI2143,VIEN THAM               ,Remote Sensing                                                                                                                    ,CI,3,3,150,30,Lec,30,0,30,0,0,0,0,XD,3d
,CI2144,VIEN THAM (TN)          ,Remote Sensing (Lab)                                                                                                              ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,3d
,CI2145,NEN MONG                ,Foundation Engineering                                                                                                            ,CI,4,4,200,45,Lec,45,0,0,45,0,0,0,XD,4b
,CI2147,THI NGHIEM CONG TRINH   ,Structural Testing                                                                                                                ,CI,1,1,50,30,Lab,0,0,30,0,0,0,0,XD,tng1
,CI2149,THI NGHIEM VAT LIEU CTGT,Testing of Bridge and Highway Material                                                                                            ,CI,1,1,50,30,Lab,0,0,30,0,0,0,0,XD,tng1
,CI214C,NEN MONG (MR)           ,Foundation Engineering (extra)                                                                                                    ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI214D,THI NGHIEM CONG TRINH(MR,Structural Testing (extra)                                                                                                        ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI214E,THI NGHIEM V/L CTGT (MR),Testing of Bridge and Highway Material (extra)                                                                                    ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI2151,KINH TE XAY DUNG        ,Construction Economics                                                                                                            ,CI,3,3,150,30,Lec,30,0,0,0,45,0,0,XD,pbl1
CI2154,CI2153,THUY LUC &THUY VAN DOTHI,Hydraulics and Urban Hydrology                                                                                                    ,CI,4,4,200,45,Lec,45,0,20,15,0,0,0,XD,4d
,CI2154,THUY LUC &THUY VAN DT(TN,Hydraulics and Urban Hydrology (Lab)                                                                                              ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,4d
,CI2155,THINGHIEM VATLY KIENTRUC,Laboratories of Building Physics                                                                                                  ,CI,1,1,50,30,Lab,0,0,30,0,0,0,0,XD,tng1
,CI2157,NHAP MON BIM TRONG XD   ,Introduction to BIM in Civil Engineering                                                                                          ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI2158,NHAP MON BIM TRG XD (TH),"Introduction to BIM in Civil Engineering (Exc,Lab)                                                                                ",CI,0,0,30,20,Lab,0,0,20,0,0,0,0,XD,3k
,CI2159,BAN VE XAY DUNG VA DO HO,BAN VE XAY DUNG VA DO HO,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
CI2162,CI2161,KINH TE KY THUAT        ,KINH TE KY THUAT        ,CI,3,3,150,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI2162,KINH TE KY THUAT (BT)   ,KINH TE KY THUAT (BT)   ,CI,0,0,12,0,,0,0,0,0,0,0,0,XD,3b
CI2164,CI2163,PHAN TICH SU LAM VIEC CO,PHAN TICH SU LAM VIEC CO,CI,3,3,150,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI2164,PHAN TICH SU LAM VIEC   ,PHAN TICH SU LAM VIEC   ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
CI3002,CI3001,CO HOC DAT              ,Soil Mechanics                                                                                                                    ,CI,4,4,75,45,Lec,45,0,30,0,0,0,0,XD,4c
,CI3002,CO HOC DAT (TN)         ,Soil Mechanics                                                                                                                    ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,4c
CI3004,CI3003,TRAC LUONG ANH          ,Photogrammetry                                                                                                                    ,CI,3,3,150,30,Lec,30,0,20,15,0,0,0,XD,3e
,CI3004,TRAC LUONG ANH (TN)     ,Photogrammetry (Lab)                                                                                                              ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,3e
CI3006,CI3005,VIEN THAM               ,Remote Sensing                                                                                                                    ,CI,3,3,60,30,Lec,30,0,30,0,0,0,0,XD,3d
,CI3006,VIEN THAM (TN)          ,Remote Sensing (Lab)                                                                                                              ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,3d
,CI3007,KETCAU BETONG COT THEP 2,Reinforced Concrete Structures 2                                                                                                  ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3009,KET CAU THEP 1          ,Steel Structures 1                                                                                                                ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI300A,CO HOC DAT (MR)         ,Soil Mechanics (extra)                                                                                                            ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI300D,K/CAU BETONG COTTHEP2(MR,Reinforced Concrete Structures 2 (extra)                                                                                          ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI300E,KET CAU THEP 1 (MR)     ,Steel Structures 1 (extra)                                                                                                        ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
CI3012,CI3011,THUY LUC VA THUY VAN CD ,Hydraulics and Hydrology                                                                                                          ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
,CI3012,THUY LUC &THUY VAN CD(TH,Hydraulics and Hydrology (Exc)                                                                                                    ,CI,0,0,30,30,Prsn,0,30,0,0,0,0,0,XD,3i
CI3014,CI3013,THUY VAN DO THI         ,Urban Hydrology                                                                                                                   ,CI,3,3,150,30,Lec,30,0,20,15,0,0,0,XD,3e
,CI3014,THUY VAN DO THI (TN)    ,Urban Hydrology (Lab)                                                                                                             ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,3e
,CI3015,DIA CHINH DAI CUONG     ,Basis of Cadastre                                                                                                                 ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3017,CAP THOAT NUOC DO THI   ,Urban Water Supply & Sewerage                                                                                                     ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3019,G/THIEU KHOA HOC G/THONG,Introduction of Transportation Engineering                                                                                        ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
CI3022,CI3021,QUY HOACH CANG          ,Port Planning                                                                                                                     ,CI,3,3,150,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI3022,QUY HOACH CANG(BT)      ,Port Planning (Exc)                                                                                                               ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
,CI3023,T/KE COSO HATANG KYTHUAT,Preliminary Design for Infrastructure                                                                                             ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
CI3026,CI3025,THUY VAN CONG TRINH     ,Engineering Hydrology                                                                                                             ,CI,3,3,150,30,Lec,30,0,20,15,0,0,0,XD,3e
,CI3026,THUY VAN CONG TRINH (TN),Engineering Hydrology (Lab)                                                                                                       ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,3e
,CI3027,TRAC DIA CAO CAP 1      ,Geodesy 1                                                                                                                         ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3029,VAT LIEU HOC            ,Science and Technology Materials                                                                                                  ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
,CI3031,CONG NGHE GOM XAY DUNG  ,Ceramic technology                                                                                                                ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
CI3034,CI3033,GIAO THONG DO THI       ,Urban Transit Systems                                                                                                             ,CI,3,3,69,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI3034,GIAO THONG DO THI(BT)   ,Urban Transit Systems (Exc)                                                                                                       ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
,CI3035,GIAOTIEP KYTHUAT TRONGTD,Technical Communication for Surveyor                                                                                              ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3037,NEN MONG                ,Foundation Engineering                                                                                                            ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
CI3040,CI3039,THIET KE CAU 1          ,Bridge Design 1                                                                                                                   ,CI,4,4,78,45,Lec,45,24,0,9,0,0,0,XD,4a
,CI303D,NEN MONG (MR)           ,Foundation Engineering (extra)                                                                                                    ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI303E,THIET KE CAU 1 (MR)     ,Bridge Design 1 (extra)                                                                                                           ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI3040,THIET KE CAU 1 (THL)    ,Bridge Design 1 (Exc)                                                                                                             ,CI,0,0,24,24,Prsn,0,24,0,0,0,0,0,XD,4a
,CI3041,BAN DO HOC 2            ,Cartography 2                                                                                                                     ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
,CI3043,KY THUAT THI CONG       ,Construction Equipment and Method                                                                                                 ,CI,3,3,150,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3044,KY THUAT THI CONG(BT)   ,Construction Equipment and Method (Exc)                                                                                           ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,
,CI3045,KY THUAT XU LY NUOC CAP ,Water Treatment Techniques                                                                                                        ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI3047,THUY CONG 1             ,Hydraulic Structures 1                                                                                                            ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3049,THUY LUC - HAI VAN      ,Hydraulics & Marine-Hydrology                                                                                                     ,CI,3,3,69,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI304B,KY THUAT THI CONG (MR)  ,Construction Equipment and Method (extra)                                                                                         ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI3050,THUY LUC - HAI VAN (THL),Hydraulics & Marine-Hydrology (Exc)                                                                                               ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
,CI3051,TOAN TRONG GIAO THONG VT,Mathematics in Transportation Planning                                                                                            ,CI,3,3,60,30,Lec,30,30,0,0,0,0,0,XD,3i
,CI3053,CONG TRINH CANG         ,Port Engineering                                                                                                                  ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3055,CAP THOAT NUOC TRONG CT ,Plumbing Systems for Buildings                                                                                                    ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
CI3058,CI3057,KY THUAT BE TONG        ,Concrete Technology                                                                                                               ,CI,3,3,150,30,Lec,30,0,20,15,0,0,0,XD,3e
,CI3058,KY THUAT BE TONG (TN)   ,Concrete Technology (Lab)                                                                                                         ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,3e
,CI3059,MAY BOM VA TRAM BOM     ,Pump and Pumping Station                                                                                                          ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
CI3062,CI3061,PHUONG PHAP PHAN TU HH  ,Finite Element Method                                                                                                             ,CI,3,3,150,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI3062,P/PHAP PHAN TU HH (THL) ,Finite Element Method (Exc)                                                                                                       ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
CI3064,CI3063,THIET KE DUONG 1        ,Highway Enigneering 1                                                                                                             ,CI,4,4,78,45,Lec,45,24,0,9,0,0,0,XD,4a
